"query"	"significant"	"p_value"	"term_size"	"query_size"	"intersection_size"	"precision"	"recall"	"term_id"	"source"	"term_name"	"effective_domain_size"	"source_order"	"parents"	"evidence_codes"	"intersection"
"194"	query_1	TRUE	5.43488931283472e-05	152	1919	37	0.0192808754559666	0.243421052631579	GO:0035966	GO:BP	response to topologically incorrect protein	21017	9369	GO:0006950	IEP,IMP,TAS,TAS,IEA,NAS,IDA ISS IBA TAS IEA,TAS,IEA,IDA,IDA,IEA,IMP IBA IEA,ISS IBA TAS IEA,IDA IEA,TAS,IDA IEA,TAS,TAS,IDA IMP,TAS,IMP TAS,ISS IEA,IDA IBA IEA,IEA,IEA,IMP IBA IEA,TAS,IMP,IDA IEA,IEA,TAS,TAS,IEA,IDA,IEA,IEA	DNAJB5,OPTN,HSPH1,DNAJA1,ERO1A,HSPA8,PTPN1,DNAJB1,ATF3,AGR2,ERP44,EIF2AK2,YOD1,HSPA5,CREBRF,DNAJB2,CREB3,SERPINH1,PPP1R15A,HSPA1A,PPP1R15B,BAK1,DNAJB9,DERL2,ERLEC1,FBXO6,HSPB8,DNAJB4,UFD1L,FICD,OS9,HSPA6,BBC3,MANF,CLU,THBS4,SDF2L1
"195"	query_1	TRUE	5.44777438865989e-05	442	1919	77	0.0401250651380928	0.17420814479638	GO:0050673	GO:BP	epithelial cell proliferation	21017	13207	GO:0008283	IEA,IDA,IDA,ISS,IMP,IEA,IDA,IEA,IMP,IEA,IEA,ISS,IMP,IBA IEA,IDA IEA,IEA,IEA,IEA,IEA,IDA IEA,IEA,IBA IEA,ISS,IDA,ISS IEA,IEA,ISS,IEA,IEA,IDA IEA,IDA IBA IEA,IEA,ISS IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IMP IGI,IMP,IMP,IEA,IDA IMP IGI ISS IBA,IDA IMP IGI IBA NAS IEA,IEA,IGI TAS,IEA,IMP,ISS IEA,IDA ISS IEA,IBA,IMP,IEA,ISS IEA,IMP,IMP ISS IEA,IEA,IEA,IEA,IEA,IDA,IDA IEA,IEP ISS IEA,IMP,ISS IEA,IMP,IDA IMP IEA,IDA,IEA,IMP,IGI,IDA,IMP,ISS,IDA,IGI	CCL5,FERMT1,SERPINB1,CEACAM1,STAT1,CDKN1A,B2M,OVOL1,EGR3,CFLAR,IRF6,MTSS1,SDR16C5,NRARP,BMP6,MMP14,RICTOR,RAP1GAP,SERPINB5,TGFA,PPARD,VEGFC,IL6,ECM1,EPHA2,SFN,ID2,TNFAIP3,B4GALT1,TNF,MYDGF,PSEN1,SGPP2,POLD4,KDM5B,NOTCH2,STAT3,ZEB1,MAP2K1,PRKD2,ZFP36,TINF2,BAK1,VEGFA,FGF2,NFKBIZ,HMOX1,BCL11B,CDH3,NR1D1,MDK,IGF2,STAT5A,STAT6,NKX3-1,ITGB3,NR4A1,DAB2,IGFBP3,SPINK1,FA2H,ANG,MMRN2,SOX9,BMPR2,FAP,CDKN1C,TGFB1,RGCC,WDR13,SIRT6,PIK3CD,THBS4,LOXL2,FUT2,CCL24,IL12A
"196"	query_1	TRUE	5.56493048772364e-05	233	1919	49	0.0255341323606045	0.210300429184549	GO:0050817	GO:BP	coagulation	21017	13279	GO:0032501	NAS,IEA,TAS,ISS,TAS,TAS,NAS,IEA,TAS NAS,IDA IMP IBA TAS,IDA IMP TAS NAS IC,IEA,IBA TAS NAS IEA,IDA ISS IC IEA,ISS IEA,IDA TAS,TAS,HMP,IDA NAS,HMP,IMP,IEA,TAS IEA,IDA,IEA,IMP IEA,TAS,HMP,HMP,IEA,TAS,TAS,ISS,IMP IBA IEA,IDA TAS IEA,IBA IEA,HMP,IDA,IMP TAS IEA,ISS IBA IEA,IC,HMP NAS,TAS,IMP,IDA,IC,TAS,TAS IEA,IBA	PLSCR1,SERPINA1,SERPINB2,CEACAM1,ITGA2,IL6ST,SAA1,ANXA5,PLAUR,PDPN,SERPINE1,TFPI2,PLAU,SERPINE2,PRKCD,IL6,JMJD1C,TLN1,CD9,MYL12A,STXBP3,PSEN1,DGKA,JAK2,SERPIND1,BLOC1S3,SRC,CLIC1,ILK,PDIA3,PLCG2,EDN1,MFSD2B,PROCR,TFPI,UBASH3B,MYL9,C1QTNF1,ITGB3,LYN,USF1,FLNA,CYP4F11,ADTRP,HPSE,FAP,ADORA2A,DGKQ,FCER1G
"197"	query_1	TRUE	5.63710644258606e-05	388	1919	70	0.0364773319437207	0.180412371134021	GO:0050767	GO:BP	regulation of neurogenesis	21017	13241	c("GO:0022008", "GO:0051960", "GO:0060284")	IEA,IDA IEA,IDA,IDA IBA IEA,ISS IEA,IEA,IDA,ISS,IEA,ISS IEA,IEA,IEA,IDA TAS,IMP IEA,ISO IEA,ISS IEA,ISS,ISS,IEA,IDA IGI TAS,ISS IEA,IEA,ISS IEA,IEA,IEA,IBA,ISS IBA IEA,ISS IEA,IEA,IBA,ISS IEA,IEA,ISS,IEA,IDA,IEA,ISS IEA,IBA IEA,IBA,IDA IEA,IDA,ISS IEA,ISS,IBA,ISS,ISS IEA,IEA,IEA,IEA,IEA,IEA,IBA,IBA,ISS IBA IEA,IEA,IEA,IEA,IBA IEA,IBA,ISS IEA,IMP IEA,ISS IBA,ISS,ISS IEA,IBA,IEA,IEA,IDA IBA,IBA,IEA	IL6ST,B2M,TGM2,SEMA7A,BMP2,FN1,SERPINE2,MAP2,SMURF1,LDLR,MBD1,VEGFC,IL6,SKIL,S100A10,CLCF1,ID2,FGF13,CTNNA1,TNF,GDI1,PSEN1,DIP2B,RELA,MAP2K1,HAPLN3,NUMB,CAPRIN2,KIFAP3,SEMA3C,EGR2,PAFAH1B1,VEGFA,FGF2,MACF1,FZD4,NR1D1,SEMA3A,SEMA4B,DSCAM,MDK,DBN1,L1CAM,SEMA3B,DYNLT1,ZNF365,LYN,MAP1B,PLAG1,SPINT1,CRABP2,ULK1,BHLHE40,TNFRSF1B,BMPR2,IL33,LIF,PLXNA3,SEMA4C,TGFB1,WNT3,ISLR2,NPTN,NTN1,SEMA6A,MYRF,EPHA4,SEMA6D,PLXNA4,KRAS
"198"	query_1	TRUE	6.04727964726523e-05	86	1919	26	0.013548723293382	0.302325581395349	GO:0048661	GO:BP	positive regulation of smooth muscle cell proliferation	21017	12919	c("GO:0008284", "GO:0048659", "GO:0048660")	IDA,ISS IEA,IEA,IMP,IDA,IEA,IDA,ISS,IEA,IDA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IEA,IGI IEA,IDA,IEA,IEA,IEA,IEA,IDA,IMP,IEA	CCL5,STAT1,ITGA2,MMP9,IL6R,MYD88,IL6,ID2,PTAFR,TNF,HBEGF,JAK2,MDM2,SRC,GNAI2,ZNF143,EDN1,FGF2,HMOX1,CALCRL,DDR2,ITGB3,PTGS2,TGFB1,P2RY6,NOTCH3
"199"	query_1	TRUE	6.05383554207977e-05	75	1919	24	0.0125065138092757	0.32	GO:0002224	GO:BP	toll-like receptor signaling pathway	21017	758	GO:0002221	TAS,IDA,TAS,ISS,TAS,IEA,ISS IEA,ISS IEA,IEA,IEA,TAS,IDA,ISS IBA IEA,IDA IMP ISS IBA IEA,ISS IEA,IEA,ISS IEA,IEA,IDA IEA,TAS,ISS IEA,IEA,NAS,IDA IMP IBA IEA	CTSS,TNIP3,BIRC3,TNIP1,IRAK2,MYD88,RPS6KA3,IRF1,MFHAS1,TMED7-TICAM2,BIRC2,CD274,MAPKAPK2,TICAM1,PLCG2,NFKBIZ,IRF7,UNC93B1,TLR3,TRAF6,GPR108,FOSL1,S100A9,TICAM2
"200"	query_1	TRUE	6.29508105810206e-05	248	1919	51	0.0265763418447108	0.205645161290323	GO:0060560	GO:BP	developmental growth involved in morphogenesis	21017	14744	c("GO:0009653", "GO:0048589")	IEA,IDA IBA IEA,IMP ISS IEA,IEA,IEA,IEA,ISS,IDA IEA,ISS IEA,ISS,ISS,IEA,IEA,IEA,IDA,IEA,ISS IEA,IEA,ISS,IBA,IEA,NAS,IEA,ISS,IDA,IDA ISS IBA IEA,IBA,IDA IEA,IEA,ISS,IBA,IEA,TAS IEA,ISS,IEA,IEA,IBA,ISS IEA,IEA,IEA,IEA,IBA,IEA,IEA,ISS IBA,ISS,ISS IEA,IBA,IDA,IDA IBA,IEA	SPRY2,SEMA7A,FLRT3,FN1,SPAG9,RAPH1,MAP2,SMURF1,APP,WNT7B,FGF13,CSF1,GDI1,NDEL1,ITSN2,TNC,DIP2B,KDM5B,CTTN,SEMA3C,PAFAH1B1,NRCAM,EDN1,VEGFA,MACF1,SEMA3A,SEMA4B,DSCAM,NPR2,L1CAM,SEMA3B,DCLK1,MAP1B,TSC22D4,DVL1,CRABP2,ULK1,SOX9,BMPR2,PLXNA3,LAMB2,SEMA4C,TGFB1,WNT3,ISLR2,CLSTN3,NTN1,SEMA6A,UNC13A,SEMA6D,PLXNA4
"201"	query_1	TRUE	6.34214742659748e-05	213	1919	46	0.023970818134445	0.215962441314554	GO:0042098	GO:BP	T cell proliferation	21017	9965	c("GO:0042110", "GO:0046651")	IDA,IDA,IBA,IDA,IMP,NAS,IEA,IEA,IDA,IBA IEA,IDA IBA,IDA,IDA,IDA,IEA,ISS IEA,IDA IBA IEA,IBA TAS,IEA,ISS IEA,IMP,ISS IEA,IEA,IDA IMP IBA TAS IEA,IDA NAS IEA,ISS IBA IEA,ISS,IDA,IMP,ISS,IEA,IDA IBA,IEA,TAS IEA,IBA,ISS IEA,ISS IBA IEA,ISS IEA,IDA NAS,IEA,IMP ISS IEA,IEA,TAS,IEA,IMP,IBA IEA	CCL5,PNP,CD86,HLA-A,IL6ST,TNFSF14,TNFRSF9,RAC2,HLA-E,IL15,ANXA1,MSN,CD55,IL6,PELI1,IRF1,IL23A,TNFSF9,TNFSF13B,ELF4,SDC4,BTN2A2,SH2D2A,CD274,JAK2,TNFSF18,SH3RF1,CD276,BTN3A1,ZP3,CARD11,IGF2,TRAF6,EBI3,TNFRSF14,LMBR1L,TNFRSF1B,ZBTB7B,TYK2,IDO1,NCKAP1L,TGFB1,CD70,CORO1A,IL4I1,PTPN22
"202"	query_1	TRUE	7.26684088471253e-05	32	1919	15	0.00781657113079729	0.46875	GO:0071354	GO:BP	cellular response to interleukin-6	21017	16606	c("GO:0070741", "GO:0071345")	IDA IMP ISS TAS IEA,IDA IMP ISS IBA IEA,IDA TAS,IDA ISS,IMP,TAS,IMP,IDA IMP,IDA IEA,IDA IBA IEA,IMP IEA,IDA,IMP,IDA,IDA	IL6ST,IL6R,JAK1,IL6,NFKB1,JAK2,RELA,STAT3,SRC,SBNO2,RIPK1,CEBPA,FER,FCAR,SELPLG
"203"	query_1	TRUE	7.27088664025461e-05	104	1919	29	0.0151120375195414	0.278846153846154	GO:0007173	GO:BP	epidermal growth factor receptor signaling pathway	21017	2736	GO:0038127	ISS,IMP,IDA IBA,ISS,IMP,IEA,IMP,IMP,IBA IEA,IDA IBA IEA,IMP,IGI,IMP IBA,IDA IMP IBA IEA,IBA TAS IEA,IMP NAS,IMP,IEA,TAS,IBA IEA,IDA,ISS IBA IEA,IDA IBA IEA,IMP IBA IEA,IMP,ISS IEA,IDA,IDA,ISS	CEACAM1,IFI6,FAM83A,GPRC5A,PLAUR,SPRY2,RAB7A,MMP9,PTK2B,TGFA,AGR2,RALB,PTPN12,HBEGF,SRC,PLCE1,HIP1R,NPR2,GRB7,RHBDF2,MVP,SHKBP1,BTC,RHBDF1,FER,SOX9,TGFB1,ZGPAT,BCAR1
"204"	query_1	TRUE	7.44335759637781e-05	228	1919	48	0.0250130276185513	0.210526315789474	GO:0007596	GO:BP	blood coagulation	21017	3055	c("GO:0007599", "GO:0042060", "GO:0050817")	NAS,IEA,TAS,ISS,TAS,TAS,NAS,IEA,TAS NAS,IDA IMP IBA TAS,IDA IMP TAS NAS IC,IEA,IBA TAS NAS IEA,IDA ISS IC IEA,ISS IEA,IDA TAS,TAS,HMP,IDA NAS,HMP,IMP,TAS IEA,IDA,IEA,IMP IEA,TAS,HMP,HMP,IEA,TAS,TAS,ISS,IEA,IDA TAS IEA,IBA IEA,HMP,IDA,IMP TAS IEA,ISS IBA IEA,IC,HMP NAS,TAS,IMP,IDA,IC,TAS,TAS IEA,IBA	PLSCR1,SERPINA1,SERPINB2,CEACAM1,ITGA2,IL6ST,SAA1,ANXA5,PLAUR,PDPN,SERPINE1,TFPI2,PLAU,SERPINE2,PRKCD,IL6,JMJD1C,TLN1,CD9,MYL12A,STXBP3,DGKA,JAK2,SERPIND1,BLOC1S3,SRC,CLIC1,ILK,PDIA3,PLCG2,EDN1,MFSD2B,PROCR,TFPI,UBASH3B,MYL9,C1QTNF1,ITGB3,LYN,USF1,FLNA,CYP4F11,ADTRP,HPSE,FAP,ADORA2A,DGKQ,FCER1G
"205"	query_1	TRUE	8.42411734473908e-05	279	1919	55	0.0286607608129234	0.197132616487455	GO:0010721	GO:BP	negative regulation of cell development	21017	4347	c("GO:0045596", "GO:0048468", "GO:0060284")	TAS,ISS,IDA IEA,IBA,IDA,IEA,IEA,ISS,IDA IBA,IDA,ISS IEA,IEA,TAS,ISS IEA,ISS,ISS,IEA,TAS,ISS IEA,IDA,IEA,ISS IEA,ISS IEA,IEA,IBA,IEA,IDA,IMP,ISS IEA,IBA IEA,IBA,IMP,IEA,IEA,IBA,ISS,NAS,IEA,IDA,IBA,IDA,IDA,IEA,ISS IEA,IMP,ISS IEA,IEA,IBA,IEA,IEA,IEA,IBA,IDA IEA,ISS IEA,IDA IBA	INHBA,CEACAM1,B2M,SEMA7A,FSTL3,TRIB1,NRARP,MAP2,ANXA1,TNFAIP6,LDLR,MBD1,IL6,IRF1,ID2,FGF13,CTNNA1,TNF,GDI1,PTHLH,PSEN1,MAFB,DIP2B,KIFAP3,SEMA3C,ZBTB46,VEGFA,S1PR3,NR1D1,SEMA3A,SEMA4B,MDK,NPR2,UBASH3B,SEMA3B,DYNLT1,TLR3,LYN,IFNL1,ULK1,CCL3,IFNB1,CEBPA,ZBTB7B,PAEP,SMAD7,PLXNA3,SEMA4C,TGFB1,WNT3,NTN1,SEMA6A,NPPC,SOCS1,SEMA6D
"206"	query_1	TRUE	9.0936471224083e-05	71	1919	23	0.0119854090672225	0.323943661971831	GO:0002752	GO:BP	cell surface pattern recognition receptor signaling pathway	21017	1263	c("GO:0002220", "GO:0002221")	IMP,IDA,IDA,IDA,IDA IBA IEA,IDA IBA,ISS,IEA,IMP IEA,IDA,NAS IEA,IDA,IDA,IDA IBA,IMP,IDA,ISS IEA,IDA,ISS IEA,ISS IBA,IDA IMP,IMP IBA IEA,ISS	OAS1,TNIP3,IRAK2,IFI35,NFKBIA,MYD88,NINJ1,PELI1,MFHAS1,TAX1BP1,TNFAIP3,RELA,TICAM1,S100A14,NR1D1,SQSTM1,LYN,TRAF6,NMI,TNIP2,TICAM2,PTPN22,ACOD1
"207"	query_1	TRUE	0.000102372084096987	325	1919	61	0.0317873892652423	0.187692307692308	GO:1902105	GO:BP	regulation of leukocyte differentiation	21017	22019	c("GO:0002521", "GO:1903706")	TAS,IDA,NAS,ISS,IEA,IEA,IDA,IEA,ISS IEA,IEA,ISS IEA,IEA,IDA IBA,IEA,IDA,ISS IEA,ISS IEA,IDA ISS IBA IEA,ISS,IBA,IDA ISS IBA IEA,IDA IEA,IDA,IEA,ISS IEA,IEA,IEA,ISS,IEA,IEA,NAS,IMP,ISS IEA,IEA,IMP ISS IEA,IBA IEA,TAS,IEA,ISS,NAS,IEA,IDA,IEA,IDA,IDA,IEA,IDA,ISS IEA,IEA,IDA IEA,IEA,IDA IEA,ISS IEA,ISS IEA,IDA,IEA,IBA,ISS IEA,ISS IEA,IDA ISS,IMP ISS IEA	INHBA,PNP,CD86,CEACAM1,IL7R,EGR3,FSTL3,TRIB1,ADAM8,NRARP,MMP14,IL15,ANXA1,CYLD,TNFAIP6,NEDD9,IRF1,IL23A,ID2,TNFSF9,CSF1,TNF,PRELID1,BTN2A2,MAFB,NOTCH2,ZEB1,SH3RF1,ZBTB46,NLRP3,JUNB,RIPK1,NFKBIZ,CARD11,MDK,UBASH3B,IRF7,FOS,NFKBID,TLR3,LYN,TRAF6,CREB1,IFNL1,CCL3,SLC9B2,IFNB1,ZBTB7B,CD83,KLHL25,IL15RA,AMBRA1,NCKAP1L,SMAD7,LIF,CYP26B1,IL36B,TGFB1,IL7,IL4I1,SOCS1
"208"	query_1	TRUE	0.000107376268843291	77	1919	24	0.0125065138092757	0.311688311688312	GO:0150076	GO:BP	neuroinflammatory response	21017	20128	GO:0006954	TAS,ISS IEA,IGI,TAS,IEA,IEA,ISS TAS NAS IEA,IGI,ISS IEA,ISS IEA,IEA,IMP,TAS,ISS IEA,IEA,IEA,ISS IEA,TAS,ISS IBA IEA,IDA,TAS IEA,IEA,ISS,ISS IBA	MMP9,LDLR,APP,IL6,CTSC,IFNGR2,TNF,PSEN1,SPHK1,JAK2,NR3C1,PLCG2,MMP3,NR1D1,BPGM,TLR3,PTGS2,CCL3,TNFRSF1B,CLU,IL33,ADORA2A,LRP1,CD200
"209"	query_1	TRUE	0.000109189236505096	124	1919	32	0.0166753517457009	0.258064516129032	GO:0038061	GO:BP	non-canonical NF-kappaB signal transduction	21017	9680	GO:0141124	ISS,TAS,IDA,IMP ISS IEA,IDA,IBA IEA,IDA,IMP IGI,TAS,ISS IEA,IDA IEA,IDA IBA,IBA IEA,IMP,TAS IEA,IDA IMP IBA,IEA,IEA,IDA,IEA,IDA,IBA,IMP,IDA NAS,IDA IMP,ISS,IEA,IEP,IDA,IDA,IDA,IMP IBA IEA	CD86,BIRC3,TNFSF14,IFI35,NFKBIA,NFKB2,CYLD,APP,IL23A,EIF2AK2,TNF,NFKB1,RELB,SPHK1,BIRC2,RELA,CALR,EDN1,TRIM56,RIPK1,TAB3,REL,TERF2IP,TLR3,TRAF6,LAPTM5,IL18R1,BCL3,TRIM15,TRIM26,NMI,PTPN22
"210"	query_1	TRUE	0.000110993013989865	245	1919	50	0.0260552371026576	0.204081632653061	GO:0045926	GO:BP	negative regulation of growth	21017	11720	c("GO:0040007", "GO:0040008", "GO:0048519")	IDA,IDA,IDA ISS IEA,IBA,NAS,IDA,IEA,IEA,ISS,IDA,ISS,IMP,IGI,IDA,IDA,IEA,IMP,ISS IEA,IDA,IDA,IDA,IMP,IBA,IBA IEA,IBA,IDA,IEA,IBA,IMP,IDA,IEA,IDA,IDA,IBA,IMP,NAS,IEA,IDA,NAS,IDA,IEA,IDA,IEA,IBA,IDA IEA,IEA,IEA,IBA,IEA,IDA IBA	INHBA,BST2,CDKN1A,SEMA7A,BTG1,PML,SPAG9,SERPINE2,MAP2,CDA,FGF13,HSPA1B,DNAJB2,TSPYL2,SERTAD2,LGMN,CYP27B1,DIP2B,SERTAD1,CAPRIN2,PNPT1,HSPA1A,SEMA3C,SEMA3A,SEMA4B,PPP1R9B,JARID2,SEMA3B,DCUN1D3,CRLF3,DAB2,SERTAD3,ALOX15B,ULK1,BBC3,NPR1,CITED2,BMPR2,SIPA1,MSX1,MAPK11,TMPRSS4,PLXNA3,SEMA4C,TGFB1,WNT3,NTN1,SEMA6A,RGS4,SEMA6D
"211"	query_1	TRUE	0.000119655677568528	137	1919	34	0.0177175612298072	0.248175182481752	GO:0006986	GO:BP	response to unfolded protein	21017	2608	GO:0035966	IEP,IMP,TAS,TAS,IEA,NAS,IDA ISS IBA TAS IEA,TAS,IEA,IDA,IDA,IEA,IMP IBA IEA,ISS IBA TAS IEA,IDA IEA,TAS,IDA IEA,TAS,TAS,IDA IMP,TAS,IMP TAS,ISS IEA,IDA IBA IEA,IEA,IEA,IMP IBA IEA,TAS,IDA IEA,IEA,TAS,TAS,IEA,IEA	DNAJB5,OPTN,HSPH1,DNAJA1,ERO1A,HSPA8,PTPN1,DNAJB1,ATF3,AGR2,ERP44,EIF2AK2,YOD1,HSPA5,CREBRF,DNAJB2,CREB3,SERPINH1,PPP1R15A,HSPA1A,PPP1R15B,BAK1,DNAJB9,DERL2,ERLEC1,FBXO6,HSPB8,DNAJB4,FICD,OS9,HSPA6,BBC3,MANF,THBS4
"212"	query_1	TRUE	0.000122073163115554	163	1919	38	0.0198019801980198	0.233128834355828	GO:0050728	GO:BP	negative regulation of inflammatory response	21017	13227	c("GO:0006954", "GO:0031348", "GO:0032102", "GO:0050727")	IEA,NAS,IEA,ISS IEA,ISS IEA,IDA IBA,IC,ISS IEA,IBA,IMP,ISS IEA,IDA IBA IEA,IMP,IMP IEA,IEA,TAS,IDA ISS IEA,ISS IEA,TAS,TAS,IMP IBA,IEA,IEA,ISS IEA,IMP,ISS IEA,ISS IEA,IMP,TAS,TAS,TAS,ISS IBA IEA,IDA,IDA,IDA IEA,IEA,ISS IBA,ISS	NT5E,SAA1,SOCS3,FNDC4,CYLD,TNFAIP6,PRKCD,LDLR,PPARD,MFHAS1,TNFAIP3,PTGER4,TMSB4X,ELF4,NFKB1,FURIN,STAT3,METRNL,SRC,KLF4,RORA,ZFP36,IER3,NR1D1,SLC39A8,MDK,IL22RA1,MEFV,RHBDF2,LYN,PLK2,TNFRSF1B,LRFN5,IL10RA,IL33,ADORA2A,CD200,ACOD1
"213"	query_1	TRUE	0.00012311375408698	282	1919	55	0.0286607608129234	0.195035460992908	GO:0042113	GO:BP	B cell activation	21017	9971	GO:0046649	TAS,TAS,IEA,IEA,ISS,IEA,IEA,NAS,NAS,ISS IEA,ISS IEA,IMP,IEA,IEA,IDA ISS,IEA,ISS IBA IEA,IEA,IMP ISS IEA,ISS,IDA IBA IEA,ISS IEA,IMP IBA TAS IEA,ISS IBA IEA,ISS IEA,ISS IEA,IEA,IEA,ISS IEA,ISS IEA,IEA,IEA,IEA,IBA IEA,ISS,ISS IEA,IEA,IEA,IMP IBA NAS,IEA,IEA,IMP,TAS,IBA,IMP ISS IEA,IDA,IEA,IMP,ISS,IDA,TAS NAS,IEA,IBA,ISS IEA,ISS	INHBA,HDAC9,BST2,ST3GAL1,CD86,CDKN1A,IL7R,IL11,KLF6,PTK2B,MMP14,SH3KBP1,CYLD,PRKCD,IL6,PELI1,CLCF1,SWAP70,FNIP1,ID2,BANK1,TNFAIP3,TNFSF13B,SAMSN1,NOTCH2,THEMIS2,TICAM1,BAK1,DNAJB9,PLCG2,NFKBIZ,CARD11,STAT6,LYN,LAPTM5,LRRC8A,BCL3,TCIRG1,IFNB1,LGALS1,POU2F2,NFATC2,HDAC5,IFNE,NCKAP1L,TGFB1,NTRK1,CD70,TNIP2,MIF,PIK3CD,PRLR,IFNK,IL7,IL4I1
"214"	query_1	TRUE	0.000131852643982058	29	1919	14	0.00729546638874414	0.482758620689655	GO:0070498	GO:BP	interleukin-1-mediated signaling pathway	21017	16156	c("GO:0019221", "GO:0071347")	IMP,IDA IBA,IMP IBA,IMP,IDA IEA,ISS,IGI,TAS IEA,IDA IBA IEA,ISS,IEA,IMP,IDA IEA,ISS	EGR1,IL1RN,IRAK2,NFKBIA,MYD88,IL6,RELA,TRAF6,IL1R1,ZBP1,IL1R2,RPS6KA5,TOLLIP,TNIP2
"215"	query_1	TRUE	0.000139466847528173	119	1919	31	0.0161542470036477	0.260504201680672	GO:0002367	GO:BP	cytokine production involved in immune response	21017	899	c("GO:0001816", "GO:0002440", "GO:0006955")	IDA,IDA,IDA,ISS IBA IEA,IDA,IEA,IDA,ISS IEA,ISS,IDA,IDA,IEA,IEA,ISS IBA IEA,ISS IEA,IEA,IEA,IMP,ISS,IDA,IBA,IDA,IEA,IDA,ISS IBA IEA,IDA,IDA,ISS IEA,IDA,IEA,IBA	BST2,HLA-A,B2M,SEMA7A,HLA-E,MYD88,CD55,RSAD2,IL6,HLA-F,TNF,PANX1,MAPKAPK2,TICAM1,PLCG2,NLRP3,TLR3,TRAF6,LAPTM5,IL18R1,TNFRSF14,LACC1,ARID5A,IFNB1,TNFRSF1B,IL1R1,TRPM4,SMAD7,TGFB1,MIF,TICAM2
"216"	query_1	TRUE	0.000139466847528173	119	1919	31	0.0161542470036477	0.260504201680672	GO:0002718	GO:BP	regulation of cytokine production involved in immune response	21017	1236	c("GO:0001817", "GO:0002367", "GO:0002700")	IDA,IDA,IDA,ISS IBA IEA,IDA,IEA,IDA,ISS IEA,ISS,IDA,IDA,IEA,IEA,ISS IBA IEA,ISS IEA,IEA,IEA,IMP,ISS,IDA,IBA,IDA,IEA,IDA,ISS IBA IEA,IDA,IDA,ISS IEA,IDA,IEA,IBA	BST2,HLA-A,B2M,SEMA7A,HLA-E,MYD88,CD55,RSAD2,IL6,HLA-F,TNF,PANX1,MAPKAPK2,TICAM1,PLCG2,NLRP3,TLR3,TRAF6,LAPTM5,IL18R1,TNFRSF14,LACC1,ARID5A,IFNB1,TNFRSF1B,IL1R1,TRPM4,SMAD7,TGFB1,MIF,TICAM2
"217"	query_1	TRUE	0.000141757607354453	78	1919	24	0.0125065138092757	0.307692307692308	GO:0052548	GO:BP	regulation of endopeptidase activity	21017	14134	GO:0052547	IDA,IDA,IMP,IMP,TAS,IMP,IDA,IGI,IDA IMP,IDA,IMP ISS,IDA,IDA,IDA,TAS,IGI,IMP,IDA,IDA,IDA,IMP,ISS,IGI,IDA	SPOCK1,SERPINB1,PSMB9,SERPINB9,BIRC3,CAST,SERPINE1,EFNA1,IFI16,TIMP1,PICALM,PRELID1,LGMN,FURIN,BIRC2,STAT3,PSMB8,TBC1D10A,BAK1,MEFV,LYN,BBC3,EPHA4,AIM2
"218"	query_1	TRUE	0.000143144178416035	113	1919	30	0.0156331422615946	0.265486725663717	GO:0061387	GO:BP	regulation of extent of cell growth	21017	15458	c("GO:0001558", "GO:0008361")	IDA IBA IEA,IEA,ISS,IEA,ISS,IEA,ISS IEA,ISS,IBA,IEA,NAS,ISS,IDA,IDA IBA IEA,IBA,IDA IEA,ISS,IBA,IEA,IEA,IBA,IEA,IEA,IBA,IEA,ISS IBA,ISS IEA,IBA,IDA IBA,IEA	SEMA7A,FN1,MAP2,SMURF1,FGF13,GDI1,DIP2B,CTTN,SEMA3C,PAFAH1B1,NRCAM,VEGFA,MACF1,SEMA3A,SEMA4B,DSCAM,L1CAM,SEMA3B,MAP1B,CRABP2,ULK1,BMPR2,PLXNA3,SEMA4C,WNT3,ISLR2,NTN1,SEMA6A,SEMA6D,PLXNA4
"219"	query_1	TRUE	0.000147307516703188	191	1919	42	0.0218863991662324	0.219895287958115	GO:0030308	GO:BP	negative regulation of cell growth	21017	6763	c("GO:0001558", "GO:0016049", "GO:0045926", "GO:0048523")	IDA,IDA,IDA,IBA,NAS,IDA,IEA,IEA,ISS,IDA,ISS,IMP,IGI,IDA,IDA,IMP,ISS IEA,IDA,IDA,IMP,IBA,IBA IEA,IBA,IDA,IBA,IMP,IDA,IEA,IDA,IBA,NAS,IDA,NAS,IDA,IEA,IBA,IDA IEA,IEA,IEA,IBA,IEA,IDA IBA	INHBA,BST2,CDKN1A,SEMA7A,BTG1,PML,SPAG9,SERPINE2,MAP2,CDA,FGF13,HSPA1B,DNAJB2,TSPYL2,SERTAD2,CYP27B1,DIP2B,SERTAD1,CAPRIN2,HSPA1A,SEMA3C,SEMA3A,SEMA4B,PPP1R9B,SEMA3B,DCUN1D3,CRLF3,DAB2,SERTAD3,ULK1,NPR1,BMPR2,SIPA1,MSX1,PLXNA3,SEMA4C,TGFB1,WNT3,NTN1,SEMA6A,RGS4,SEMA6D
